"","RIC","date","ret20","MSL","GFI","MWL","Polarity","Subjectivity","Positive","Negative","Sector"
"3638","HEAD.L","2021/12/14",0.04076967,33.38462,23.86076,6.776412776,0.555555493827167,0.0599999996,7,2,"Consumer Cyclicals"
"3639","HEAD.L","2022/1/27",-0.051764706,33.92592593,23.96338347,6.532796318,0.0588235259515573,0.0572390570463331,9,8,"Consumer Cyclicals"
"3640","HEAD.L","2016/2/4",0.01641868,35,20.85714,6.91005291,0.99999950000025,0.0333333327777778,2,0,"Consumer Cyclicals"
"3641","HEAD.L","2012/8/3",0.1663365,34.33333,21.50032,6.275510204,0.999999000001,0.037037035665295,1,0,"Consumer Cyclicals"
"3642","HEAD.L","2014/5/16",-0.053207653,25.45,18.43147348,5.965376782,0.130434776937618,0.17692307556213,13,10,"Consumer Cyclicals"
"3643","HEAD.L","2012/12/14",0.07670075,36.66667,23.0303,6.085714286,0.999999000001,0.037037035665295,1,0,"Consumer Cyclicals"
"3644","HEAD.L","2016/4/6",-0.016283544,31.57142857,19.50639948,5.356481481,0.99999950000025,0.040816325697626,2,0,"Consumer Cyclicals"
"3645","HEAD.L","2016/3/3",0.0530585,39.74468,24.03492,7.860749317,0.416666649305556,0.081355931927607,17,7,"Consumer Cyclicals"
"3646","HEAD.L","2011/11/18",-0.01060563,26,19.86746,6.141975309,0.599999940000006,0.11627906841536,8,2,"Consumer Cyclicals"
"3647","HEFT.L","2012/12/5",0.018537075,37.6036036,23.01460867,8.435221354,-0.157894728531856,0.082251081895017,8,11,"Financials"
"3648","HEFT.L","2017/12/5",0.004352015,33.89230769,21.62470943,7.311297852,0.0909090826446288,0.0506912440060311,6,5,"Financials"
"3649","HEFT.L","2014/1/29",0.0247117,39,24.83077,5.923497268,0.999999666666778,0.0588235282583622,3,0,"Financials"
"3650","HEFT.L","2021/6/3",0.01242343,28,21.05714,6.720930233,0,0.0222222219753086,1,1,"Financials"
"3651","HEFT.L","2022/5/23",-0.05140887,38.00552,23.11615,8.526382593,0.0769230710059176,0.0539419084898676,7,6,"Financials"
"3652","HEFT.L","2015/1/21",0.017482517,40.8,25.92784314,6.031578947,0.499999875000031,0.0754716966892133,3,1,"Financials"
"3653","HEFT.L","2018/8/9",-0.02143969,26,21.40592,6.072555205,-0.142857122448982,0.0654205601362565,3,4,"Financials"
"3654","HEFT.L","2020/1/31",-0.069767442,29.42857143,22.83938974,6.273195876,0.599999880000024,0.076923075739645,4,1,"Financials"
"3655","HEFT.L","2015/10/9",0.0082846,38.4,26.61,6.202247191,0.499999875000031,0.074074072702332,3,1,"Financials"
"3656","HEFT.L","2019/4/30",0.006320212,30.375,23.67263,6.271111111,0.199999960000008,0.0657894728185596,3,2,"Financials"
"3657","HEFT.L","2021/2/10",-0.019097222,29.625,22.31413502,6.545454545,0.499999875000031,0.0526315782548476,3,1,"Financials"
"3658","HEFT.L","2017/4/28",0.05914044,55.5,34.45225,7.041237113,0.333333222222259,0.0789473663434904,2,1,"Financials"
"3659","HFD.L","2013/1/15",0.03622527,35.86486,21.70088,7.548746518,0.545454520661158,0.0723684208145776,17,5,"Consumer Cyclicals"
"3660","HFD.L","2011/8/3",-0.021112744,45.71428571,22.03571429,15.55629139,0.999999000001,0.0149253729115616,1,0,"Consumer Cyclicals"
"3661","HFD.L","2010/7/27",-0.04704743,21.66102,16.39524,6.335924007,0.199999993333334,0.0837988824474892,18,12,"Consumer Cyclicals"
"3662","HFD.L","2012/5/31",-0.213024289,28.41269841,18.73193225,7.071104387,0.523809498866214,0.0664556959922288,16,5,"Consumer Cyclicals"
"3663","HFD.L","2015/1/21",0.004542357,30.76315789,19.6619783,6.308357349,0.619047589569162,0.0654205605438612,17,4,"Consumer Cyclicals"
"3664","HFD.L","2018/3/27",0.1704475,25.11429,17.64526,5.532822757,0.307692295857989,0.0970149250111383,17,9,"Consumer Cyclicals"
"3665","HFD.L","2016/9/6",-0.05430108,36.70968,22.31129,6.670351759,0.399999980000001,0.0719424457843797,14,6,"Consumer Cyclicals"
"3666","HFD.L","2019/9/4",-0.01218804,37.27778,23.04822,6.04311649,0.562499982421876,0.0960960958075192,25,7,"Consumer Cyclicals"
"3667","HFD.L","2019/2/27",-0.03244592,22.61111,18.67589,5.952506596,0.666666611111116,0.0937499992675781,10,2,"Consumer Cyclicals"
"3668","HFD.L","2018/1/18",-0.046048891,29.13157895,19.52977702,6.439243028,0.263157880886427,0.0635451502891467,12,7,"Consumer Cyclicals"
"3669","HFD.L","2017/12/19",0.071714673,34.5,23.07536232,6.859375,0.99999950000025,0.0714285688775511,2,0,"Consumer Cyclicals"
"3670","HFD.L","2014/1/16",-0.014967462,30.3030303,19.76121212,6.574829932,0.545454520661158,0.077464788459631,17,5,"Consumer Cyclicals"
"3671","HFEL.L","2015/10/15",0.016573242,106,55.23018868,6.585858586,0.333333222222259,0.0769230749506904,2,1,"Financials"
"3672","HFEL.L","2010/2/2",0.074393983,40.75,27.58834356,6.452702703,0,0.040816325697626,1,1,"Financials"
"3673","HFEL.L","2021/4/30",-0.04188534,29.8,20.91329,6.570397112,-0.333333222222259,0.0329670326047579,1,2,"Financials"
"3674","HFEL.L","2015/6/10",-0.0637037,142.5,61.35088,11.77472527,0,0.0454545444214876,1,1,"Financials"
"3675","HFEL.L","2011/1/28",-0.08373031,40.75,27.58834,6.395973154,0,0.040816325697626,1,1,"Financials"
"3676","HFEL.L","2021/9/3",-0.014950166,42.33333333,27.48451444,6.701298701,-0.333333222222259,0.0384615379684418,1,2,"Financials"
"3677","HFEL.L","2016/5/12",0.045495094,37.5,23.8,6.309352518,-0.333333222222259,0.0624999986979167,1,2,"Financials"
"3678","HFEL.L","2010/12/15",0.02177999,40.75,27.34294,6.429530201,0,0.0399999992,1,1,"Financials"
"3679","HFEL.L","2010/10/8",0.026396672,40.75,27.58834356,6.382550336,0,0.0399999992,1,1,"Financials"
"3680","HFEL.L","2022/6/21",-0.031468531,29.21428571,22.4436605,6.27176781,0.499999937500008,0.0655737699543134,6,2,"Financials"
"3681","HFEL.L","2018/9/3",0.02380952,25.1,19.36271,5.874213836,0.199999980000002,0.0552486184792894,6,4,"Financials"
"3682","HFEL.L","2022/9/5",-0.06876258,44.16667,28.68553,6.886554622,-0.333333222222259,0.0370370365797897,1,2,"Financials"
"3683","HFEL.L","2022/1/20",0.00119713,30,22.51851852,6.526530612,0,0.0249999996875,1,1,"Financials"
"3684","HFEL.L","2013/1/22",0.01465936,40.75,27.34294,6.445945946,0,0.0399999992,1,1,"Financials"
"3685","HFEL.L","2017/10/26",0.00033495,84,43.83809524,6.602649007,0.499999875000031,0.0727272714049587,3,1,"Financials"
"3686","HFEL.L","2019/1/23",0.040255014,20.875,19.12844311,6.84516129,0,0.0327868847084117,1,1,"Financials"
"3687","HFEL.L","2019/4/26",-0.034790715,39.24,23.52474618,7.748783168,0.111111104938272,0.0666666664197531,10,8,"Financials"
"3688","HFEL.L","2010/2/17",0.056122449,110,55.27272727,6.613861386,-0.333333222222259,0.0731707299226651,1,2,"Financials"
"3689","HFEL.L","2013/1/28",0.01391433,40.75,27.34294,6.439189189,0,0.0399999992,1,1,"Financials"
"3690","HFEL.L","2011/9/2",-0.093829248,40.75,27.34294479,6.52027027,0,0.040816325697626,1,1,"Financials"
"3691","HFEL.L","2014/2/28",0.006728343,74.66666667,40.75952381,5.818604651,0.499999875000031,0.0645161279916754,3,1,"Financials"
"3692","HFEL.L","2010/4/1",-0.02458059,40.75,26.11595092,6.344594595,0,0.0399999992,1,1,"Financials"
"3693","HFEL.L","2010/7/7",0.03510274,40.75,26.11595,6.290540541,0,0.0399999992,1,1,"Financials"
"3694","HFEL.L","2013/1/23",0.015008048,40.75,27.34294479,6.445945946,0,0.0399999992,1,1,"Financials"
"3695","HFEL.L","2010/1/19",-0.0260824,38.66667,26.15632,7.609195402,0,0.0512820499671269,1,1,"Financials"
"3696","HFEL.L","2022/11/10",0.03501946,32.33333,23.24261,6.712686567,-0.333333222222259,0.0326086952977316,1,2,"Financials"
"3697","HFEL.L","2017/4/21",0.02272195,30.75,21.73089431,6.407079646,0,0.0454545444214876,1,1,"Financials"
"3698","HFEL.L","2011/5/5",-0.006309526,40.75,26.11595092,6.208053691,0,0.040816325697626,1,1,"Financials"
"3699","HFEL.L","2020/2/10",-0.085137085,25.33333333,20.65964912,6.097674419,0.499999875000031,0.0540540533235939,3,1,"Financials"
"3700","HFG.L","2017/3/1",0.03756994,34.66667,20.78974,6.043478261,0.999999000001,0.0277777770061729,1,0,"Consumer Non-Cyclicals"
"3701","HFG.L","2013/1/10",0.051724138,26.16666667,17.79150743,6.032626427,0.636363578512402,0.0635838146613652,9,2,"Consumer Non-Cyclicals"
"3702","HFG.L","2020/10/29",-0.035451475,25.4,17.40409449,5.784394251,0.799999920000008,0.0680272104215836,9,1,"Consumer Non-Cyclicals"
"3703","HFG.L","2022/2/2",-0.00952381,32.42857,21.60579,6.723300971,0.999999666666778,0.0384615379684418,3,0,"Consumer Non-Cyclicals"
"3704","HFG.L","2022/7/19",0.045816733,27.71428571,19.53932253,6.093922652,0.99999950000025,0.028985506826297,2,0,"Consumer Non-Cyclicals"
"3705","HFG.L","2010/1/14",0.02743142,28.53846,18.42347,8.141176471,0.857142795918372,0.112903224895942,13,1,"Consumer Non-Cyclicals"
"3706","HFG.L","2020/9/17",-0.01836394,39.71939,24.64305,8.764100966,0.466666635555558,0.044776119269325,11,4,"Consumer Non-Cyclicals"
"3707","HFG.L","2017/1/4",0.03488372,26.09524,18.83226,6.406614786,0.799999960000002,0.123456789361378,18,2,"Consumer Non-Cyclicals"
"3708","HFG.L","2015/7/1",-0.043991416,58.66666667,28.46666667,7.304964539,0.999999000001,0.0222222217283951,1,0,"Consumer Non-Cyclicals"
"3709","HFG.L","2022/9/15",-0.372771284,37.08783784,23.98069899,8.742610972,0.444444419753088,0.0545454543801653,13,5,"Consumer Non-Cyclicals"
"3710","HGT.L","2011/7/1",-0.02368421,26.5,20.6333,5.995332555,0.111111104938272,0.073469387455227,10,8,"Financials"
"3711","HGT.L","2022/5/9",-0.049000061,27.44444444,20.04660369,6.502183406,0.333333222222259,0.0337078647897993,2,1,"Financials"
"3712","HGT.L","2012/7/3",0.030589544,29.08333333,21.2321872,5.808320951,0.529411749134949,0.0926430515186838,26,8,"Financials"
"3713","HGT.L","2017/6/14",0.08102894,27.6,19.4458,5.667388949,0.55555552469136,0.0799999996444444,14,4,"Financials"
"3714","HGT.L","2019/6/7",0.011574074,23,18.84426877,6.876595745,0.333333222222259,0.0315789470360111,2,1,"Financials"
"3715","HGT.L","2019/4/18",0.009444699,3,1.2,5,0,0,0,0,"Financials"
"3716","HGT.L","2018/4/26",0.04666762,25.47059,19.84181,5.817739976,0.473684185595569,0.0785123963697835,14,5,"Financials"
"3717","HGT.L","2010/3/30",0.021526849,25.22857143,20.96345575,6.318237454,0.749999953125003,0.0701754382887042,14,2,"Financials"
"3718","HGT.L","2016/4/7",0.04185743,41.14286,24.09603,14.02061856,0,0.0238095235260771,1,1,"Financials"
"3719","HGT.L","2021/11/5",0.03325123,26.66667,19.70833,5.425619835,0.679999972800001,0.0929368026284877,21,4,"Financials"
"3720","HGT.L","2015/11/23",0.0252809,40.75,25.87055,7.992907801,0.333333222222259,0.051724137039239,2,1,"Financials"
"3721","HGT.L","2019/4/9",0.01657587,23,19.00237,6.919148936,0.333333222222259,0.0319148932775011,2,1,"Financials"
"3722","HGT.L","2010/1/15",-0.003579952,27.22222,19.75964,6.95911414,0.181818173553719,0.109452735773867,13,9,"Financials"
"3723","HGT.L","2017/6/7",0.09660574,31.85714,22.7877,6.975728155,0.333333222222259,0.0384615379684418,2,1,"Financials"
"3724","HGT.L","2020/11/2",-0.005050505,26.175,18.722149,5.442125237,0.517241361474436,0.10469314041627,22,7,"Financials"
"3725","HGT.L","2021/11/15",-0.01411765,27,20.01811,6.477876106,0.333333222222259,0.0357142852891157,2,1,"Financials"
"3726","HGT.L","2022/7/14",0.2448,25.69048,20.28546,5.926640927,0.655172391200952,0.0944625404089168,24,5,"Financials"
"3727","HGT.L","2013/10/31",-0.029464286,33,22.12561983,6.195266272,-0.333333277777787,0.0571428565986395,2,4,"Financials"
"3728","HGT.L","2018/6/14",0.010471204,23.20689655,17.84145104,5.581903276,0.166666652777779,0.0621761654809525,7,5,"Financials"
"3729","HGT.L","2021/5/4",-0.03389497,25.05263,18.67651,5.850111857,-0.142857122448982,0.0482758617360285,3,4,"Financials"
"3730","HGT.L","2013/4/26",-0.01301851,46.27778,27.92288,5.743811881,0,0.0617283946806889,5,5,"Financials"
"3731","HGT.L","2017/9/11",-0.009983032,30.046875,21.6287344,6.721259334,0.499999975000001,0.0636942673130756,15,5,"Financials"
"3732","HGT.L","2021/8/20",0.02274712,27.54717,20.27914,5.881003584,0.575757558310377,0.0921787706922381,26,7,"Financials"
"3733","HGT.L","2014/12/5",0.02408192,39.57143,23.62641,14.18378378,0,0.0235294114878893,1,1,"Financials"
"3734","HGT.L","2016/2/1",-0.01039604,28.19354839,22.71906695,6.198090692,0.684210490304711,0.0805084742351336,16,3,"Financials"
"3735","HHI.L","2015/9/1",-0.033749081,55,34.72727273,6.811881188,0.333333222222259,0.0857142832653062,2,1,"Financials"
"3736","HHI.L","2015/11/16",0.005763689,46,28.54493,6.211382114,0,0.0540540525931337,1,1,"Financials"
"3737","HHI.L","2015/5/1",0.04658378,27,17.46667,5.641509434,-0.333333222222259,0.13636363016529,1,2,"Financials"
"3738","HHI.L","2015/1/30",0.01840491,140,62,7.774774775,0.999999000001,0.0277777770061729,1,0,"Financials"
"3739","HHI.L","2021/10/4",0.050473186,45,28.22222222,6.713114754,-0.333333222222259,0.0344827582243361,1,2,"Financials"
"3740","HHI.L","2018/3/26",0.1179405,32.22128,21.4939,6.614558111,0.0526315761772855,0.0690909088396694,10,9,"Financials"
"3741","HHI.L","2016/3/15",0.02228458,32.9558,21.07503,6.884279476,0.0999999975000001,0.104166666395399,22,18,"Financials"
"3742","HHI.L","2013/1/2",0.065099457,47.25,28.84708995,6.125,0.999999666666778,0.0588235282583622,3,0,"Financials"
"3743","HHI.L","2020/9/11",-0.006108031,45.08088235,26.79438197,6.868762945,0.166666652777779,0.0574162676678647,7,5,"Financials"
"3744","HHI.L","2010/4/27",-0.08884287,428,173.1252,9.990953947,0.999999000001,0.071428566326531,1,0,"Financials"
"3745","HHI.L","2022/7/20",0.06306306,30.44444,22.10479,6.18,0,0.0249999996875,1,1,"Financials"
"3746","HHI.L","2022/9/29",0.0443686,32,23.07778,6.687747036,0,0.0434782603969754,2,2,"Financials"
"3747","HHI.L","2017/9/29",0.014686248,55,34.36363636,6.928571429,0.333333222222259,0.0769230749506904,2,1,"Financials"
"3748","HHI.L","2018/3/27",0.117940541,41.66666667,27.12,6.025641026,-0.333333222222259,0.0322580641692681,1,2,"Financials"
"3749","HICL.L","2012/4/12",0.003046448,35.125,23.30266904,6.062015504,0,0.0666666655555556,2,2,"Financials"
"3750","HICL.L","2015/11/30",-0.011764274,54.33333333,32.53087935,7.992753623,0.333333222222259,0.0599999988,2,1,"Financials"
"3751","HICL.L","2017/3/10",0.020631068,26.19047619,22.18528139,6.54296875,0.399999960000004,0.0568181814953512,7,3,"Financials"
"3752","HICL.L","2021/7/13",0.03971119,26.81818,21.77812,6.449820789,0.555555493827167,0.0489130432124291,7,2,"Financials"
"3753","HICL.L","2019/10/11",0.07274969,23.57692,21.11103,6.793706294,0.555555493827167,0.0436893201762654,7,2,"Financials"
"3754","HICL.L","2018/2/7",0.001103448,24.70588235,23.59663866,7.207253886,0.499999937500008,0.056737588250088,6,2,"Financials"
"3755","HICL.L","2011/3/14",0.018932874,44.5,29.93483146,6.11627907,0,0.121212117539027,2,2,"Financials"
"3756","HICL.L","2022/7/29",0.000345224,27,22.40493827,6.899827288,0.499999958333337,0.0579710142127004,9,3,"Financials"
"3757","HICL.L","2016/7/15",0.04982415,32,24.05,7.126760563,0.333333222222259,0.0599999988,2,1,"Financials"
"3758","HICL.L","2016/2/5",0.028488919,25.26666667,23.5103606,7.094285714,0.428571367346948,0.059322033395576,5,2,"Financials"
"3759","HICL.L","2011/6/17",-0.007738607,103.875,50.98441637,7.600292826,0,0.0170940169479144,1,1,"Financials"
"3760","HICL.L","2019/5/29",0.010366858,25.5,19.61176471,6.094043887,0.333333222222259,0.0309278347327027,2,1,"Financials"
"3761","HICL.L","2012/12/17",0.01075476,29.625,19.78249,5.616071429,0,0.061538460591716,2,2,"Financials"
"3762","HICL.L","2010/7/30",0.02566372,40.5,28.54568,6.227848101,0.499999875000031,0.117647055363322,3,1,"Financials"
"3763","HICL.L","2022/4/1",0.009222534,24.18518519,20.94513074,6.523809524,0.399999960000004,0.0495049502499755,7,3,"Financials"
"3764","HICL.L","2010/5/25",0.037562782,33.58490566,22.01963642,7.011657395,-0.0769230710059176,0.0483271373668136,6,7,"Financials"
"3765","HICL.L","2010/5/26",0.04748188,60,35.33333,6.798165138,0.333333222222259,0.0769230749506904,2,1,"Financials"
"3766","HICL.L","2012/6/18",-0.007438017,103.375,50.78168,7.805466238,0,0.0155038758488072,1,1,"Financials"
"3767","HICL.L","2019/11/14",-0.046987,24.86667,19.70538,6.135542169,0.333333222222259,0.0306122445855893,2,1,"Financials"
"3768","HICL.L","2011/1/13",-0.02572614,36.27778,23.57696,5.908485857,0.555555493827167,0.0708661411742824,7,2,"Financials"
"3769","HICL.L","2012/10/19",0.009693053,35.64705882,24.75387303,6.344405594,0.555555493827167,0.05555555521262,7,2,"Financials"
"3770","HICL.L","2011/3/7",0.01626712,61.66667,35.04505,7.735849057,0,0.0784313710111496,2,2,"Financials"
"3771","HICL.L","2012/5/8",0.005004861,24.33333,22.24475,6.297560976,0.3333332962963,0.0676691724235401,6,3,"Financials"
"3772","HICL.L","2015/7/17",0.001955671,28.61538462,22.84400331,6.32157969,0.499999937500008,0.0402010048231105,6,2,"Financials"
"3773","HICL.L","2016/4/19",-0.006691693,28,22.71785714,6.623786408,0.499999937500008,0.0575539564204751,6,2,"Financials"
"3774","HICL.L","2017/1/23",0.03533788,26.45455,21.8533,6.44198895,0.399999960000004,0.0537634405711643,7,3,"Financials"
"3775","HICL.L","2018/7/2",0.073997234,26,23.47692308,6.708333333,0.333333222222259,0.0526315780240074,2,1,"Financials"
"3776","HICL.L","2022/8/1",0.002652826,24.875,21.75186648,6.289919058,0.555555534979425,0.0694087401814685,21,6,"Financials"
"3777","HICL.L","2019/3/28",0.079725043,24.54545455,22.18855219,6.754455446,0.399999960000004,0.0574712640375215,7,3,"Financials"
"3778","HICL.L","2014/10/2",0.011088011,26.66666667,22.75,6.604494382,0.714285612244912,0.049295774300734,6,1,"Financials"
"3779","HICL.L","2011/2/14",-0.005988024,27.88888889,21.19539619,5.788738948,0.312499990234375,0.0698689954806354,21,11,"Financials"
"3780","HICL.L","2013/10/21",0.012075471,28.46153846,21.70893971,6.163323782,0.666666611111116,0.0574162676678647,10,2,"Financials"
"3781","HICL.L","2015/7/30",0.001310616,38.5,24.23116883,6.243727599,0.142857122448982,0.08749999890625,4,3,"Financials"
"3782","HICL.L","2019/11/20",0.02572665,24.47368,21.14431,6.232217573,0.555555493827167,0.0576923073224852,7,2,"Financials"
"3783","HIK.L","2014/3/12",0.02647658,26.64,20.68603,6.048062016,0.874999945312503,0.0784313721645521,15,1,"Healthcare"
"3784","HIK.L","2018/1/15",-0.149482,27.58824,19.90523,6.166292135,0.857142795918372,0.087499999453125,13,1,"Healthcare"
"3785","HIK.L","2022/4/21",-0.236956697,36.4,23.68087912,6.342383107,0.809523770975058,0.089361701747397,19,2,"Healthcare"
"3786","HIK.L","2016/11/10",-0.03514739,27.27273,18.55354,5.728773585,0.71428568027211,0.0976744181503516,18,3,"Healthcare"
"3787","HIK.L","2010/3/30",0.02073305,30.27777778,21.35881753,6.011320755,0.874999945312503,0.09580838265983,15,1,"Healthcare"
"3788","HIK.L","2014/4/17",0.07828987,59.13333,32.13135,9.413675214,0.428571367346948,0.0391061450329266,5,2,"Healthcare"
"3789","HIK.L","2014/9/17",0.1107673,33.27273,22.27084,6.809384164,0.777777691358034,0.0769230762656147,8,1,"Healthcare"
"3790","HIK.L","2017/12/19",0.041077732,39.7,26.56010076,6.522346369,0.799999920000008,0.0757575751836547,9,1,"Healthcare"
"3791","HIK.L","2012/2/1",0.04178273,30.22222,22.38301,6.443137255,0.99999980000004,0.0543478254962193,5,0,"Healthcare"
"3792","HIK.L","2022/4/11",-0.216654379,28.48,18.47065169,5.675036928,0.0909090826446288,0.0575916227351224,6,5,"Healthcare"
"3793","HIK.L","2010/3/17",0.09010783,38.42444,23.7681,7.706955207,0.047619045351474,0.0798479084416429,11,10,"Healthcare"
"3794","HIK.L","2014/4/7",-0.063659105,217,91.22396313,10.86956522,0.999999000001,0.0192307688609468,1,0,"Healthcare"
"3795","HIK.L","2022/9/14",0.05081539,40,25.28571,5.165016502,0.999999000001,0.0113636362345041,1,0,"Healthcare"
"3796","HIK.L","2017/12/13",0.1081423,23.33333,22.33333,6.884796978,-0.416666649305556,0.0743034053427139,7,17,"Healthcare"
"3797","HIK.L","2022/9/30",-0.08484624,29.34482759,21.56166781,5.751807229,0.555555493827167,0.0386266092762807,7,2,"Healthcare"
"3798","HIK.L","2022/1/17",-0.04401751,29.4,20.60354,6.02398524,0.571428530612248,0.0769230765004227,11,3,"Healthcare"
"3799","HIK.L","2020/5/22",-0.01776617,28,19.68214,6.15496368,0.499999958333337,0.0799999994666667,9,3,"Healthcare"
"3800","HIK.L","2014/5/15",0.041341278,26.36666667,18.48598399,5.779816514,0.789473642659282,0.0974358969362262,17,2,"Healthcare"
"3801","HIK.L","2017/8/17",-0.076291399,35.1,25.37903134,6.656877898,0.733333284444448,0.0678733028603018,13,2,"Healthcare"
"3802","HIK.L","2021/1/15",-0.114924797,30.72222222,20.02849106,5.998035363,0.599999940000006,0.0574712640375215,8,2,"Healthcare"
"3803","HIK.L","2015/5/14",-0.02633462,31.75862,20.47761,5.88800905,0.999999944444448,0.0814479634323622,18,0,"Healthcare"
"3804","HIK.L","2018/11/27",-0.008469626,27.95238095,19.90326925,6.157221207,0.846153781065094,0.0666666663247863,12,1,"Healthcare"
"3805","HIK.L","2020/2/27",-0.000724965,25.53333,17.94179,5.76344086,0.799999920000008,0.0819672124428917,9,1,"Healthcare"
"3806","HIK.L","2010/4/12",-0.01101858,30.76923,22.20769,6.067183463,0.999999857142878,0.0551181098022196,7,0,"Healthcare"
"3807","HILS.L","2016/5/17",0.001517763,24.2,17.61388,5.824561404,0.99999950000025,0.0317460312421265,2,0,"Basic Materials"
"3808","HILS.L","2019/12/2",0.093538653,24.44,18.48303764,5.959612278,0.333333305555558,0.0655737701334767,8,4,"Basic Materials"
"3809","HILS.L","2012/11/15",0.06307026,27.6129,19.50311,5.839565742,0.249999984375001,0.0680851060932549,10,6,"Basic Materials"
"3810","HILS.L","2019/8/7",0.104853484,26.48275862,18.14518678,5.55,0.733333284444448,0.0666666663703704,13,2,"Basic Materials"
"3811","HILS.L","2011/3/9",0.238309352,35.38095238,22.01240787,5.749646393,0.666666611111116,0.0609137052745497,10,2,"Basic Materials"
"3812","HILS.L","2012/4/13",-0.01520729,22.73239,20.27016,6.286186385,0.317073162998216,0.0964705880083045,27,14,"Basic Materials"
"3813","HILS.L","2022/10/5",0.03192585,27.0625,21.2176097,6.102286402,0.599999960000003,0.0622406636421549,12,3,"Basic Materials"
"3814","HILS.L","2016/8/4",0.09477345,35.43116,23.06499,7.653181411,0.217391294896031,0.07641195987903,14,9,"Basic Materials"
"3815","HILS.L","2022/11/16",0.09798535,27.97143,21.03535,5.949473684,0.499999968750002,0.0547945203602927,12,4,"Basic Materials"
"3816","HILS.L","2015/3/10",0.147877006,32.95360825,21.70326404,6.825633112,0.294117638408305,0.0901856761533536,22,12,"Basic Materials"
"3817","HILS.L","2017/11/22",0.01039631,26.20513,19.32745,5.941414141,0.357142844387756,0.0989399289790108,19,9,"Basic Materials"
"3818","HILS.L","2014/8/19",0.044306035,32.66666667,21.91020408,5.779359431,0.142857122448982,0.0699999993,4,3,"Basic Materials"
"3819","HILS.L","2014/1/17",-0.028854824,197,84.89137056,7.279761905,0.999999000001,0.0227272722107438,1,0,"Basic Materials"
"3820","HILS.L","2013/7/17",-0.04225352,209,89.34163,7.49704142,0.999999000001,0.0192307688609468,1,0,"Basic Materials"
"3821","HINT.L","2013/8/6",-0.02970426,27.3,19.71121,5.933333333,0,0.0941176459515571,4,4,"Financials"
"3822","HINT.L","2016/9/20",-0.00525394,37.6,26.95489,6.390804598,0.199999960000008,0.0909090892561984,3,2,"Financials"
"3823","HINT.L","2016/7/5",0.082889438,37.5,26.2,7.130769231,0,0.0454545444214876,1,1,"Financials"
"3824","HINT.L","2018/11/1",0.030071913,23.57142857,21.79220779,6.662337662,0.333333222222259,0.0483870959937565,2,1,"Financials"
"3825","HINT.L","2015/11/2",-0.01000689,72.5,36.44828,7.810344828,0,0.046511626825311,1,1,"Financials"
"3826","HINT.L","2014/12/1",0.04861891,72,34.91111,7.52173913,0.999999000001,0.0256410249835635,1,0,"Financials"
"3827","HINT.L","2016/3/1",0.037362637,17.33333333,13.08717949,5.442307692,-0.333333222222259,0.124999994791667,1,2,"Financials"
"3828","HINT.L","2016/1/27",-0.000542301,37.5,27,7.2,0,0.046511626825311,1,1,"Financials"
"3829","HINT.L","2011/8/2",-0.08823455,43.25,27.70462,6.688311688,0.999999000001,0.0212765952919873,1,0,"Financials"
"3830","HINT.L","2014/11/5",0.058370044,41.31073446,25.05821063,8.06073372,0.428571408163266,0.0857142853644315,15,6,"Financials"
"3831","HINT.L","2017/4/5",0.027318484,62,33.38870968,5.980284775,-0.3333332962963,0.0441176468425606,3,6,"Financials"
"3832","HINT.L","2019/7/18",-0.05899705,33,22.31725955,5.554035568,0.142857122448982,0.0424242421671258,4,3,"Financials"
"3833","HINT.L","2017/8/15",0.033851704,24.73333333,20.56718778,5.95184136,0.249999968750004,0.0733944947395,5,3,"Financials"
"3834","HINT.L","2021/5/4",0.006208377,31.09091,21.79309,6.658385093,-0.333333222222259,0.0294117644175317,1,2,"Financials"
"3835","HLCL.L","2015/9/30",0.07034566,29.12903,18.6948,5.466666667,0.166666652777779,0.0538116589515172,7,5,"Real Estate"
"3836","HLCL.L","2013/2/14",0.03617021,27.22,17.94164,5.310053722,0.571428530612248,0.0472972971375091,11,3,"Real Estate"
"3837","HLCL.L","2012/4/10",-0.056775977,26.75,20.41962617,9.498381877,-0.3333332962963,0.0899999991,3,6,"Real Estate"
"3838","HLCL.L","2020/10/12",0.049848943,27.23076923,19.32921918,5.564375605,0.130434776937618,0.0756578944879674,13,10,"Real Estate"
"3839","HLCL.L","2020/7/13",-0.012987013,27.38888889,20.04277665,6.312910284,0.599999940000006,0.0609756093842951,8,2,"Real Estate"
"3840","HLCL.L","2020/6/12",-0.05735056,28.83333,21.70674,6.85625,-0.333333222222259,0.0422535205316406,1,2,"Real Estate"
"3841","HLCL.L","2017/11/15",-0.008770496,41.05277045,23.54753019,8.140470508,-0.111111098765433,0.0456852789559123,4,5,"Real Estate"
"3842","HLCL.L","2017/1/24",0.005,22.58333,17.15141,5.85483871,0.199999960000008,0.0561797746496654,3,2,"Real Estate"
"3843","HLCL.L","2018/1/22",-0.04906205,32.57895,20.46292,5.675213675,-0.499999937500008,0.045454545196281,2,6,"Real Estate"
"3844","HLCL.L","2012/1/26",0.02016129,22.8,19.64632,7.386138614,0.199999960000008,0.128205124917817,3,2,"Real Estate"
"3845","HLCL.L","2016/1/6",-0.1503478,32,22.05,5.687919463,0.555555493827167,0.0957446798325034,7,2,"Real Estate"
