"","RIC","date","ret20","MSL","GFI","MWL","Polarity","Subjectivity","Positive","Negative","Sector"
"1812","CHG.L","2019/1/17",-0.065989848,32.05793451,21.56050389,6.70364728,0.105263155124654,0.0931372546736832,21,17,"Industrials"
"1813","CHG.L","2014/5/22",0.02631816,42.9,27.04345,6.124401914,0,0.0645161283385363,3,3,"Industrials"
"1814","CHG.L","2011/10/6",-0.040697675,30,20,7.048780488,0,0.0571428555102041,1,1,"Industrials"
"1815","CHG.L","2022/10/6",0.02631579,30.36170213,20.46983852,5.576896787,-0.117647055363322,0.0799999998117647,15,19,"Industrials"
"1816","CHG.L","2016/8/31",-0.033687943,38.9047619,22.17145189,6.198726115,-0.359999985600001,0.102459015973529,8,17,"Industrials"
"1817","CHG.L","2012/11/27",1.2e-10,30.32258,19.95882,6.308370044,-0.411764693771627,0.123188405350767,10,24,"Industrials"
"1818","CHG.L","2011/1/18",0.09735872,36.81818,22.30316,7.800311742,-0.199999986666668,0.0566037733713065,6,9,"Industrials"
"1819","CHG.L","2019/7/30",0.030434783,28.83333333,22.55452794,6.3203125,0.0909090826446288,0.0632183904412736,6,5,"Industrials"
"1820","CHG.L","2022/7/1",0.1,47.53333,27.20408,5.910511364,-0.478260848771267,0.098290597870553,6,17,"Industrials"
"1821","CHRY.L","2020/7/20",0.110664,28.52174,21.6526,6.053311793,-0.272727247933887,0.0601092892890203,4,7,"Financials"
"1822","CHRY.L","2022/2/1",-0.1122449,35.05263,24.11114,6.414556962,-0.0769230710059176,0.0673575126043652,6,7,"Financials"
"1823","CHRY.L","2022/2/4",-0.1286863,34.85714,22.63138,6.230603448,-0.749999906250012,0.0583941601577069,1,7,"Financials"
"1824","CHRY.L","2020/9/16",-0.078125,31.60714,22.67676,5.769953052,0.411764681660901,0.069958847448729,12,5,"Financials"
"1825","CINE.L","2018/9/21",-0.060509554,27.375,20.08242009,5.443925234,0,0.0303030298438935,1,1,"Consumer Cyclicals"
"1826","CINE.L","2018/1/17",-0.07785115,44.73333,28.08707,5.860995851,-0.56521736672968,0.0646067413915541,5,18,"Consumer Cyclicals"
"1827","CINE.L","2015/5/27",-0.06554729,211,91.22464,9.52027027,0.999999000001,0.0227272722107438,1,0,"Consumer Cyclicals"
"1828","CINE.L","2014/1/10",-0.056885207,42.75,26.74912281,6.241706161,-0.333333277777787,0.0410958901294802,2,4,"Consumer Cyclicals"
"1829","CINE.L","2020/6/15",-0.2924602,24.16667,19.25287,6.205454545,-0.599999976000001,0.150602408731311,5,20,"Consumer Cyclicals"
"1830","CINE.L","2018/7/5",0.01433962,20.16667,19.30634,6.157894737,0.99999950000025,0.0399999992,2,0,"Consumer Cyclicals"
"1831","CINE.L","2016/11/15",0.003642987,27.73076923,18.47094847,5.539358601,0.833333263888895,0.0693641614487621,11,1,"Consumer Cyclicals"
"1832","CINE.L","2021/9/10",0.1477345,29.25,20.47493,6.042168675,-0.111111098765433,0.0810810803506209,4,5,"Consumer Cyclicals"
"1833","CINE.L","2012/1/5",0.03245192,33.23077,20.8849,5.99031477,0.499999937500008,0.0597014920917799,6,2,"Consumer Cyclicals"
"1834","CINE.L","2020/4/7",1.215766,23.86957,18.43671,5.941520468,0.0526315761772855,0.102702702147553,10,9,"Consumer Cyclicals"
"1835","CINE.L","2015/7/7",0.072916667,32.42857143,19.54998951,5.384848485,0.999999857142878,0.0507246373135896,7,0,"Consumer Cyclicals"
"1836","CINE.L","2014/4/17",0.303695,27.6875,20.28493,8.971875,-0.142857122448982,0.076086955694707,3,4,"Consumer Cyclicals"
"1837","CINE.L","2020/3/9",-0.6717372,27.71429,22.11664,5.967032967,0.333333277777787,0.0555555550411523,4,2,"Consumer Cyclicals"
"1838","CINE.L","2012/4/25",0.030873016,84.625,43.3034712,9.324267782,-0.333333222222259,0.0234374998168945,1,2,"Consumer Cyclicals"
"1839","CINE.L","2010/9/7",0.04240146,31,23.82857,5.859813084,0.499999937500008,0.115942027305188,6,2,"Consumer Cyclicals"
"1840","CINE.L","2011/6/10",0.025830258,32.8,21.41268293,5.936708861,0.428571367346948,0.129629627229081,5,2,"Consumer Cyclicals"
"1841","CINE.L","2017/11/29",-0.137480471,31.1,22.12917471,5.91825308,0.249999989583334,0.0952380948601663,15,9,"Consumer Cyclicals"
"1842","CINE.L","2019/6/19",-0.01500223,21.18182,19.28818,5.902654867,-0.199999960000008,0.0561797746496654,2,3,"Consumer Cyclicals"
"1843","CINE.L","2022/5/10",0.020235375,30.25,21.35619835,6.288888889,-0.499999875000031,0.0506329107514821,1,3,"Consumer Cyclicals"
"1844","CINE.L","2018/5/16",-0.080500808,26.39393939,17.90545176,5.911949686,0.777777734567904,0.0882352936851211,16,2,"Consumer Cyclicals"
"1845","CKN.L","2016/4/14",-0.004114256,39.5,22.88860759,6.213333333,-0.499999875000031,0.117647055363322,1,3,"Industrials"
"1846","CKN.L","2013/3/7",0.07542319,31.09063,19.91852,6.199571046,0.130434779773157,0.0978723402172929,26,20,"Industrials"
"1847","CKN.L","2014/11/14",-0.13144908,35.08088235,22.76846696,5.775399914,0.217391294896031,0.0701219510057258,14,9,"Industrials"
"1848","CKN.L","2017/8/14",0.08364898,32.94101,20.83736,6.334693103,0.307692295857989,0.0747126434634694,17,9,"Industrials"
"1849","CKN.L","2015/1/5",-0.014675052,28,15.48571429,7.535211268,0.99999950000025,0.0999999950000002,2,0,"Industrials"
"1850","CKN.L","2010/3/11",0.1044772,29.80756,19.52275,6.376140892,0.277777770061729,0.0911392402755969,23,13,"Industrials"
"1851","CKN.L","2015/2/2",0.06648936,47.1875,28.4644,5.515295717,-0.142857136054422,0.0846774190133975,9,12,"Industrials"
"1852","CKN.L","2021/12/15",0.040906599,27.81818182,18.25145573,5.789565217,0.571428530612248,0.0782122900658531,11,3,"Industrials"
"1853","CKN.L","2010/12/23",0.218995207,32.6,19.91116564,6.623376623,0.999999833333361,0.103448274078478,6,0,"Industrials"
"1854","CKN.L","2013/11/6",-0.0295,30,21.33333333,8.372727273,0.599999880000024,0.116279067063278,4,1,"Industrials"
"1855","CKN.L","2017/1/6",0.06252874,50.5,25.74455,6.674157303,0.999999000001,0.034482757431629,1,0,"Industrials"
"1856","CKN.L","2014/11/25",-0.059871351,43.36030341,25.94403973,5.989330687,0.142857132653062,0.0657276992219357,8,6,"Industrials"
"1857","CKN.L","2022/3/7",0.187801,37.90456,23.49899,5.864972109,0.37499998828125,0.073394495244508,22,10,"Industrials"
"1858","CKN.L","2014/12/12",-0.021931031,42.25,26.63795435,5.480069324,-0.64705878546713,0.0765765762316371,3,14,"Industrials"
"1859","CKN.L","2010/1/15",0.024683544,29.33333333,21.27878788,7.415584416,0.99999950000025,0.0714285688775511,2,0,"Industrials"
"1860","CLDN.L","2022/1/7",-0.095,24.96153846,19.41450753,6.147639956,0.241379302021403,0.0709046453034116,18,11,"Financials"
"1861","CLDN.L","2015/7/1",-0.023092783,84,41.21904762,7.277372263,0.999999000001,0.0212765952919873,1,0,"Financials"
"1862","CLDN.L","2018/7/16",0.010714286,25.09090909,19.60158103,5.897637795,0.999999750000062,0.0465116273661439,4,0,"Financials"
"1863","CLDN.L","2013/5/30",-0.03771552,35.40865,22.28838,8.331623629,0.111111104938272,0.0659340656925492,10,8,"Financials"
"1864","CLDN.L","2021/2/16",-0.06028369,3,1.2,5,0,0,0,0,"Financials"
"1865","CLDN.L","2012/8/17",-0.029352065,52,30.8,6.260416667,0.999999000001,0.0270270262965669,1,0,"Financials"
"1866","CLDN.L","2014/4/1",0.087883516,31.125,22.57048193,6.027659574,0.499999937500008,0.0559440555528388,6,2,"Financials"
"1867","CLDN.L","2017/2/8",0.01876579,35.15385,24.30224,6.342528736,0.199999960000008,0.0333333331111111,3,2,"Financials"
"1868","CLDN.L","2018/1/5",-0.026408451,28.41666667,19.75376344,7.666666667,0.714285612244912,0.04093567227523,6,1,"Financials"
"1869","CLDN.L","2011/1/4",-0.057894737,83.5,41.54371257,7.338235294,0.999999000001,0.0222222217283951,1,0,"Financials"
"1870","CLDN.L","2019/10/29",0.02341137,22,19.44935,6.385714286,0.999999000001,0.0175438593413358,1,0,"Financials"
"1871","CLDN.L","2016/5/26",-0.070758709,36.91666667,24.42806622,5.853488372,0,0.038461538091716,2,2,"Financials"
"1872","CLDN.L","2015/3/18",0.08733057,27.26086957,19.07021704,5.68034188,0.555555493827167,0.0584415580620678,7,2,"Financials"
"1873","CLDN.L","2010/2/18",0.05327343,70.5,37.27801,7.709677419,0.999999000001,0.0263157887811634,1,0,"Financials"
"1874","CLDN.L","2016/12/19",0.089086394,28.78787879,21.7046252,5.950603732,0.749999953125003,0.0608365016698232,14,2,"Financials"
"1875","CLDN.L","2018/8/1",0.007123759,25.17391304,20.98493655,6.466789668,0.666666555555574,0.0335195528853656,5,1,"Financials"
"1876","CLDN.L","2019/11/26",0.022875817,38.47342995,23.05888479,8.65173048,0.19999999,0.0704225349633009,12,8,"Financials"
"1877","CLDN.L","2019/12/20",-0.017419796,22.5,18.55555556,6.27607362,0.999999750000062,0.0701754373653432,4,0,"Financials"
"1878","CLDN.L","2010/11/23",0.07305936,38.70988,23.48267,9.014686825,0.1249999921875,0.0740740737311385,9,7,"Financials"
"1879","CLIG.L","2013/7/23",-0.032597266,34.71428571,22.28077601,5.995555556,0.666666555555574,0.0882352928200692,5,1,"Financials"
"1880","CLIG.L","2011/12/14",0.005155473,26.83333333,17.44140787,5.450643777,-0.142857132653062,0.0958904103021205,6,8,"Financials"
"1881","CLIG.L","2017/4/11",-0.036989541,32.81818182,19.66466885,6.089506173,0.428571367346948,0.0660377352260591,5,2,"Financials"
"1882","CLIG.L","2017/7/19",0.02583026,34.95455,19.70353,5.703808181,0.142857132653062,0.0703517584404434,8,6,"Financials"
"1883","CLIG.L","2017/2/20",0.011495401,38.67295597,22.77443528,7.792932301,0.272727247933887,0.0488888886716049,7,4,"Financials"
"1884","CLIG.L","2020/1/17",-0.01548673,36.66667,25.0303,6.289340102,0.499999875000031,0.0533333326222222,3,1,"Financials"
"1885","CLIG.L","2013/12/2",0.007334381,41.14286,22.84603,6.190661479,0.333333222222259,0.0454545447658402,2,1,"Financials"
"1886","CLIG.L","2018/9/17",0.02082246,34.50646,21.17116,6.980611097,0.0666666622222225,0.0579150576914476,8,7,"Financials"
"1887","CLIG.L","2011/6/3",-0.005214369,29.28571429,19.61672474,5.989276139,0.666666555555574,0.0458015263679273,5,1,"Financials"
"1888","CLIG.L","2018/4/18",-0.027098399,37.35714286,21.90270418,7.105855856,0.1249999921875,0.10322580578564,9,7,"Financials"
"1889","CLIG.L","2017/7/13",0.02139364,46,24.77681,6.404958678,0,0.0512820499671269,1,1,"Financials"
"1890","CLIG.L","2018/5/1",-0.03829118,30.22222,19.58889,5.615686275,0.142857122448982,0.0804597691901176,4,3,"Financials"
"1891","CLIG.L","2021/4/20",0.024707762,34.875,20.61666667,7.174468085,0.3333332962963,0.054545454214876,6,3,"Financials"
"1892","CLLN.L","2012/3/28",-0.1197477,26,19.91923,6.597530864,0.428571397959186,0.111111110229277,10,4,"Industrials"
"1893","CLLN.L","2014/7/31",-0.024570884,40.12903226,24.86190229,5.268049793,0.19999999,0.0999999995,12,8,"Industrials"
"1894","CLLN.L","2012/1/3",0.03390957,29.57143,22.35997,6.621026895,0.571428530612248,0.103703702935528,11,3,"Industrials"
"1895","CLLN.L","2017/12/22",-0.188571429,29.22222222,22.48736798,5.568421053,0.333333277777787,0.0722891557555523,4,2,"Industrials"
"1896","CLLN.L","2013/3/25",-0.014906049,36,24.77037037,6.137254902,0.999999666666778,0.0833333310185186,3,0,"Industrials"
"1897","CLLN.L","2017/12/13",0.1744082,34,23.27546,5.61036961,-0.117647055363322,0.0887728457212197,15,19,"Industrials"
"1898","CLLN.L","2017/3/3",0.017354597,32.35,21.78080371,5.767515924,0.777777734567904,0.0833333329475309,16,2,"Industrials"
"1899","CLLN.L","2012/3/30",-0.072160805,22.3,15.19802691,5.725490196,0,0.04999999875,1,1,"Industrials"
"1900","CLLN.L","2011/3/3",0.060716284,95,48.52631579,7.845238095,0.999999000001,0.0277777770061729,1,0,"Industrials"
"1901","CLLN.L","2013/8/12",0.03435788,40,27.5,6.459459459,0,0.133333328888889,2,2,"Industrials"
"1902","CLLN.L","2014/4/9",0.038190821,34.66666667,25.40512821,6.24742268,0.99999950000025,0.0512820499671269,2,0,"Industrials"
"1903","CLLN.L","2010/2/3",-0.05190083,21,19.44762,6.969387755,0.999999750000062,0.0975609732302202,4,0,"Industrials"
"1904","CLLN.L","2014/6/9",-0.02675303,31.5,24.34603,6.025210084,0.99999950000025,0.0444444434567901,2,0,"Industrials"
"1905","CLLN.L","2011/4/6",0.05275685,26.05556,22.10666,6.201773836,0.555555493827167,0.0731707311124331,7,2,"Industrials"
"1906","CLLN.L","2010/1/14",-0.087459807,29.76470588,21.70825389,7.899742931,0.99999990000001,0.075187969359489,10,0,"Industrials"
"1907","CLLN.L","2010/1/13",-0.09452099,35.5,22.08732,5.382352941,0.999999000001,0.0434782589792061,1,0,"Industrials"
"1908","CLLN.L","2015/11/30",0.00957189,33.27272727,23.91018381,6.394957983,0.999999857142878,0.0630630624949274,7,0,"Industrials"
"1909","CLLN.L","2017/1/19",-0.07470289,27.33333,20.20163,6.032258065,0.999999750000062,0.0784313710111496,4,0,"Industrials"
"1910","CLLN.L","2010/8/26",0.128841912,58.34632035,31.52075102,8.788997079,0,0.076555023557153,8,8,"Industrials"
"1911","CLLN.L","2010/4/13",-0.016413501,30.12307692,22.40673843,7.284968079,0.249999989583334,0.0583941604418634,15,9,"Industrials"
"1912","CLLN.L","2014/3/5",-0.02936508,27.78571,22.21968,6.605820106,0.749999906250012,0.0624999995117188,7,1,"Industrials"
"1913","CLLN.L","2018/1/12",-0.2894671,34.42857143,24.89176052,7.191489362,0.249999968750004,0.0963855410074031,5,3,"Industrials"
"1914","CLLN.L","2010/4/6",0.046854186,22.3,15.3773991,5.820895522,0,0.0476190464852608,1,1,"Industrials"
"1915","CLLN.L","2014/10/2",0.05849491,31.89474,21.33875,6.135042735,0.333333311111113,0.0837988822134141,10,5,"Industrials"
"1916","CLLN.L","2010/1/29",-0.084507042,28.7,20.95735192,7.681818182,0.428571367346948,0.0479452051510602,5,2,"Industrials"
"1917","CLLN.L","2010/8/17",0.156842433,28.76923077,22.30983135,6.423295455,0.333333277777787,0.0545454540495868,4,2,"Industrials"
"1918","CLSH.L","2011/7/25",-0.063763608,43,23.3627907,6.80952381,0.199999960000008,0.0495049500049015,3,2,"Real Estate"
"1919","CLSH.L","2017/4/5",0.0885347,32,19.63333,5.939393939,0.399999960000004,0.0740740735253772,7,3,"Real Estate"
"1920","CLSH.L","2019/7/9",0.033557047,28.86666667,19.21410316,6.489417989,0.333333305555558,0.0805369122111617,8,4,"Real Estate"
"1921","CLSH.L","2011/12/19",0.07383926,40.625,22.77308,6.635761589,0.249999968750004,0.0799999992,5,3,"Real Estate"
"1922","CLSH.L","2017/3/21",0.0837297,53.5,29.00124611,7.104693141,0.142857122448982,0.0654205601362565,4,3,"Real Estate"
"1923","CLSH.L","2018/7/27",-0.01700224,33.23077,20.60712,6.002597403,-0.599999880000024,0.0454545450413223,1,4,"Real Estate"
"1924","CLSH.L","2013/8/14",0.028523431,58.11004785,30.10774907,7.985115465,-0.0769230710059176,0.0585585582947813,6,7,"Real Estate"
"1925","CLSH.L","2015/10/5",-0.015855659,48.14285714,27.92183128,7.644295302,0.428571397959186,0.118644066791152,10,4,"Real Estate"
"1926","CLSH.L","2011/12/14",0.02453031,45.875,25.10749,6.340236686,0.3333332962963,0.075630251465292,6,3,"Real Estate"
"1927","CLSH.L","2013/5/14",-0.025451635,24.75,18.38484848,6.7,0.714285612244912,0.112903223985432,6,1,"Real Estate"
"1928","CLSH.L","2017/8/22",-0.049041246,80.5,41.39254658,7.212598425,-0.333333222222259,0.063829785875962,1,2,"Real Estate"
"1929","CLSH.L","2017/5/4",0.031585878,87,42.61609195,7.294964029,-0.333333222222259,0.0535714276147959,1,2,"Real Estate"
"1930","CLSH.L","2013/11/11",0.011522634,40.8,24.8820915,6.220869565,0.285714265306124,0.105263157103285,9,5,"Real Estate"
"1931","CLSH.L","2010/10/28",-0.054629629,26,15.65641026,6.433098592,0.333333277777787,0.0599999994,4,2,"Real Estate"
"1932","CLSH.L","2020/12/15",0.03020745,36.07692,22.10668,6.061320755,0.499999937500008,0.0583941601577069,6,2,"Real Estate"
"1933","CLSH.L","2014/9/18",0.012878788,65.8,34.70905775,7.719178082,0.499999937500008,0.0733944947395,6,2,"Real Estate"
"1934","CLSH.L","2019/11/21",0.1151631,40.76667,24.15622,5.963425513,0.1249999921875,0.0546075083460495,9,7,"Real Estate"
"1935","CLSH.L","2015/1/22",0.1319444,61.33333,31.92464,8.638709677,-0.333333222222259,0.0508474567652973,1,2,"Real Estate"
"1936","CLSH.L","2010/10/25",0.03053435,23.375,17.90615,8.298076923,-0.428571367346948,0.0795454536415289,2,5,"Real Estate"
"1937","CLSH.L","2020/4/29",-0.07370925,27.33333333,19.71382114,6.905405405,-0.333333222222259,0.042857142244898,1,2,"Real Estate"
"1938","CMCX.L","2020/7/3",0.134751773,30.47619048,19.69047619,5.980263158,0.692307639053259,0.0656565653249668,11,2,"Financials"
"1939","CMCX.L","2017/12/18",-0.08278347,30.66667,20.96232,6.107750473,0.0909090867768597,0.12429378460851,12,10,"Financials"
"1940","CMCX.L","2020/3/20",0.4321772,28,18.25628,5.757644394,0.0434782589792061,0.08679245250267,12,11,"Financials"
"1941","CMCX.L","2018/6/7",0.0855615,32.06158,21.06616,6.864370673,0.249999984375001,0.0549828176804714,10,6,"Financials"
"1942","CMCX.L","2019/8/22",0.228719008,26.67741935,18.89345867,5.998732573,0.428571397959186,0.0530303028294307,10,4,"Financials"
"1943","CMCX.L","2019/10/3",0.2150943,3,1.2,5,0,0,0,0,"Financials"
"1944","CMCX.L","2017/3/30",0.02972198,26.9375,18.47802,6.362068966,0.666666555555574,0.0389610387080452,5,1,"Financials"
"1945","CMCX.L","2020/4/3",-0.0373327,29.97222,19.32902,5.767891683,0.478260848771267,0.0727848098962506,17,6,"Financials"
"1946","CMCX.L","2019/4/2",-0.080321107,21,16.83537415,6.770992366,0,0.0294117642733564,1,1,"Financials"
"1947","CMCX.L","2017/1/26",0.020113686,33.56,21.67191418,5.843161857,0.0434782589792061,0.0898437496490479,12,11,"Financials"
"1948","CNA.L","2022/5/10",0.196301751,32.38888889,22.42382314,5.771777003,-0.199999980000002,0.048076922845784,4,6,"Utilities"
"1949","CNA.L","2015/9/25",0.0626703,46,27.38550725,6.383064516,-0.333333222222259,0.03749999953125,1,2,"Utilities"
"1950","CNA.L","2022/12/5",0.047821994,23.05882353,21.06026411,6.475,0.777777691358034,0.0676691724235401,8,1,"Utilities"
"1951","CNA.L","2020/3/17",-0.062172827,26.5,22.03686502,8.884688091,0.333333305555558,0.0390879477554138,8,4,"Utilities"
"1952","CNA.L","2020/4/14",0.042620052,25.8,19.23472868,6.036480687,0.799999920000008,0.0609756093842951,9,1,"Utilities"
"1953","CNA.L","2014/4/4",0.014539941,36.44444444,24.0899729,6.118421053,-0.333333222222259,0.0329670326047579,1,2,"Utilities"
"1954","CNA.L","2021/3/23",0.1487975,27.4,19.57314,6.186046512,0.999999000001,0.0111111109876543,1,0,"Utilities"
"1955","CNA.L","2020/2/12",-0.3275694,21.375,18.8424,6.487804878,-0.333333222222259,0.0410958898480015,1,2,"Utilities"
"1956","CNA.L","2019/8/21",0.136113,27.66667,21.66908,6.493421053,0.99999950000025,0.0281690136877604,2,0,"Utilities"
"1957","CNA.L","2012/4/4",-0.012862128,40.5,24.43045267,6.533632287,-0.333333222222259,0.0394736836911357,1,2,"Utilities"
"1958","CNA.L","2020/5/22",0.1112936,27.375,21.36096,6.507614213,0.999999666666778,0.0365853654074955,3,0,"Utilities"
"1959","CNA.L","2010/3/11",0.073576993,30.625,19.76020408,6.408695652,-0.333333222222259,0.0434782602394455,1,2,"Utilities"
"1960","CNA.L","2012/9/10",-0.003877125,35.28571429,22.85922499,6.561946903,-0.333333222222259,0.0394736836911357,1,2,"Utilities"
"1961","CNE.L","2018/3/13",-0.004094906,35.40561,22.45704,6.816811809,-0.222222209876544,0.0614334468893056,7,11,"Energy"
"1962","CNE.L","2013/10/17",-0.025,36.22,23.52168,5.781231672,0.157894728531856,0.0436781608191307,11,8,"Energy"
"1963","CNE.L","2013/8/20",-0.000599238,39.42322,24.19034,7.333070245,-0.1249999921875,0.0519480517793894,7,9,"Energy"
"1964","CNE.L","2016/4/11",-0.008117098,41.69565,25.43738,5.927519819,0.399999960000004,0.0373134326965917,7,3,"Energy"
"1965","CNE.L","2018/11/15",-0.133547,28.92,20.42001,5.820699708,0.249999968750004,0.039215686082276,5,3,"Energy"
"1966","CNE.L","2014/10/7",-0.175653141,31.90909091,21.76648537,6.371150729,0.714285612244912,0.0322580643674744,6,1,"Energy"
"1967","CNE.L","2010/3/23",0.160014713,30.83905013,20.7237104,6.91012634,-0.263157880886427,0.0552325579789751,7,12,"Energy"
"1968","CNE.L","2012/1/23",0.064161468,27.38888889,19.52891593,5.866955893,0.222222209876544,0.0545454543801653,11,7,"Energy"
"1969","CNE.L","2020/7/27",0.05220884,39.76786,25.62425,5.946577629,-0.176470577854672,0.0516717323657394,7,10,"Energy"
"1970","CNE.L","2014/12/19",0.036360442,75.07142857,36.57471796,7.093637455,0,0.0303030298438935,1,1,"Energy"
"1971","CNE.L","2012/3/23",0.007719368,34.04762,22.79387,7.367213115,-0.714285612244912,0.0424242421671258,1,6,"Energy"
"1972","CNE.L","2011/12/8",-0.009774362,25.16129,19.39785,6.115543329,0.714285612244912,0.036269429863889,6,1,"Energy"
"1973","CNE.L","2021/11/2",-0.01656868,32.86666667,22.15275186,5.787746171,0.599999880000024,0.0349650347205242,4,1,"Energy"
"1974","CNE.L","2019/5/17",-0.126041047,24.89473684,17.94943808,5.555676856,0.71428566326531,0.0549019605690119,12,2,"Energy"
"1975","CNE.L","2021/3/30",-0.036013027,28,20.56507937,6.058333333,-0.199999980000002,0.0641025636916502,4,6,"Energy"
"1976","CNE.L","2019/10/28",-0.07867495,23.3,18.24704,6.465168539,0.142857122448982,0.0457516336878978,4,3,"Energy"
"1977","CNE.L","2012/6/6",0.001449801,26.60714286,19.77037392,5.981268012,0.3333332962963,0.0426540282338672,6,3,"Energy"
"1978","CNE.L","2015/4/29",-0.0576994,29.0625,21.73253,6.138826185,0.538461497041423,0.0494296576067313,10,3,"Energy"
"1979","CNE.L","2012/8/3",-0.087004379,45.51162791,27.74987344,5.471557682,-0.142857136054422,0.0716723547041899,9,12,"Energy"
"1980","CNE.L","2014/1/21",-0.270341207,50.58823529,28.7004104,6.14,0.399999960000004,0.0383141760984131,7,3,"Energy"
"1981","CNE.L","2010/6/16",0.1042498,26.86667,20.37446,6.144,0,0.0185185183470508,1,1,"Energy"
"1982","CNE.L","2010/5/27",0.1232131,32.68142,21.66179,6.759345794,-0.111111104938272,0.0553846152142012,8,10,"Energy"
"1983","CNE.L","2013/4/15",-0.04129337,26.52174,19.39558,6.151675485,0,0.0552486184792894,5,5,"Energy"
"1984","COA.L","2013/2/28",0.023622047,59.5,31.53109244,9.728971963,0.333333222222259,0.0789473663434904,2,1,"Consumer Cyclicals"
"1985","COA.L","2013/9/3",0.03571429,59.5,30.18655,9.61682243,0.99999950000025,0.0526315775623269,2,0,"Consumer Cyclicals"
"1986","COA.L","2015/5/7",-0.05555556,39,21.75385,10.16190476,0.99999950000025,0.0526315775623269,2,0,"Consumer Cyclicals"
"1987","COA.L","2020/4/1",0.141787816,23,17.15986622,6.075837743,0.56521736672968,0.111650484894901,18,5,"Consumer Cyclicals"
"1988","COA.L","2012/8/24",0.018867925,43.33333333,23.48717949,8.483050847,0.99999950000025,0.0454545444214876,2,0,"Consumer Cyclicals"
"1989","COA.L","2012/8/23",0.01886792,43.33333,23.48718,8.474576271,0.99999950000025,0.0454545444214876,2,0,"Consumer Cyclicals"
"1990","COA.L","2016/10/31",0.04,24.62069,18.92391,5.950292398,0.499999968750002,0.0701754382887042,12,4,"Consumer Cyclicals"
"1991","COA.L","2010/4/29",-0.1695579,26.14286,16.57736,5.563953488,-0.333333222222259,0.0499999991666667,1,2,"Consumer Cyclicals"
"1992","COA.L","2012/7/16",0.097826087,33.5,19.66865672,8.233333333,0,0.0454545444214876,1,1,"Consumer Cyclicals"
"1993","COA.L","2014/5/22",0,28.45454545,18.81951786,5.679045093,0.310344816884661,0.0777479890676998,19,10,"Consumer Cyclicals"
"1994","COA.L","2012/12/31",0.04918033,52.5,32.30159,6.161616162,0,0.0459770109657815,2,2,"Consumer Cyclicals"
"1995","COA.L","2015/12/18",-0.04081633,34.83333,21.39745,7.883248731,0.666666555555574,0.101694913530595,5,1,"Consumer Cyclicals"
"1996","COA.L","2012/11/9",0.070175439,24,16.26666667,8,0.999999000001,0.0208333328993056,1,0,"Consumer Cyclicals"
"1997","COA.L","2017/5/17",0.177527603,81.83333333,38.84331297,11.46925566,0.999999000001,0.0104166665581597,1,0,"Consumer Cyclicals"
"1998","COA.L","2011/8/26",0.01742917,44.26087,26.10644,9.048431833,-0.199999986666668,0.0617283948077021,6,9,"Consumer Cyclicals"
"1999","COA.L","2013/9/25",0.06034483,70.5,35.2922,8.705426357,0.99999950000025,0.0487804866151101,2,0,"Consumer Cyclicals"
"2000","COA.L","2021/3/4",-0.109546166,3,1.2,5,0,0,0,0,"Consumer Cyclicals"
"2001","COA.L","2022/10/11",0.2954746,28.16667,19.314,6.427642276,0.454545413223144,0.0470085468076558,8,3,"Consumer Cyclicals"
"2002","COA.L","2019/11/26",0.092375367,20.92592593,17.99868895,6.818011257,0.666666611111116,0.0624999996744792,10,2,"Consumer Cyclicals"
"2003","COA.L","2013/12/23",0.05,35.23077,21.42855,5.537585421,0,0.0877192974761465,5,5,"Consumer Cyclicals"
"2004","COA.L","2022/8/25",-0.03399294,22.37037,17.42497,5.941901408,0.666666611111116,0.0597014922402911,10,2,"Consumer Cyclicals"
"2005","COA.L","2021/5/19",0.154482367,26.51515152,19.47463203,6.574307305,0.733333284444448,0.0579150576914476,13,2,"Consumer Cyclicals"
"2006","COA.L","2010/6/16",-0.08907254,41.15,26.54505,5.852830189,-0.0555555540123457,0.0937499997558594,17,19,"Consumer Cyclicals"
"2007","COA.L","2017/2/24",-0.03862661,36.64641,23.00471,7.378239278,-0.142857136054422,0.0679611648286046,9,12,"Consumer Cyclicals"
"2008","COA.L","2013/3/5",0.023622047,41,21.92845528,8.614678899,0.999999000001,0.0270270262965669,1,0,"Consumer Cyclicals"
"2009","COA.L","2014/9/24",-0.096774194,34.5,21.91594203,9.044444444,0.99999950000025,0.0909090867768597,2,0,"Consumer Cyclicals"
"2010","COA.L","2012/5/18",-9.71e-12,37.45,23.36451268,7.247278383,0.571428530612248,0.0642201831916505,11,3,"Consumer Cyclicals"
"2011","COA.L","2014/3/6",0.01449275,56,29.54286,6.838383838,0.99999950000025,0.0540540525931337,2,0,"Consumer Cyclicals"
"2012","COA.L","2013/3/18",0.015267176,44.75,22.81620112,8.721893491,0.499999875000031,0.0784313710111496,3,1,"Consumer Cyclicals"
"2013","COSG.L","2020/5/7",0.251638478,38.9,25.17439589,4.617740232,-0.636363578512402,0.0621468923042548,2,9,"Industrials"
"2014","COSG.L","2019/7/2",-0.086474501,24.88888889,21.4734127,6.715311005,0.636363578512402,0.0650887570113091,9,2,"Industrials"
"2015","COSG.L","2019/10/16",-0.018348624,28.6,21.90153846,6.299707602,0.777777734567904,0.0821917804466129,16,2,"Industrials"
"2016","COSG.L","2021/2/17",0.1237288,3,1.2,5,0,0,0,0,"Industrials"
